iter	Logloss
211	0.07210210391
212	0.07172610419
213	0.07118904931
214	0.07078398296
215	0.07029217311
216	0.07002205167
217	0.06954486029
218	0.06912931715
219	0.06860164234
220	0.06830165046
221	0.06793403625
222	0.06769366264
223	0.06745403154
224	0.0670580319
225	0.06648472377
226	0.06608060428
227	0.06564593315
228	0.0652715138
229	0.06501220294
230	0.06483227866
231	0.0646304403
232	0.06441799573
233	0.06407093321
234	0.06390030043
235	0.06363242694
236	0.06340406963
237	0.0631747927
238	0.06301288605
239	0.0628553663
240	0.06244826998
241	0.06205051286
242	0.06188345637
243	0.06161875725
244	0.06135778427
245	0.06098703657
246	0.06080852236
247	0.06040598324
248	0.06014909063
249	0.05982050896
250	0.05947757448
251	0.05911266463
252	0.05866772788
253	0.05836043358
254	0.05798299653
255	0.05764402662
256	0.0571710859
257	0.05680341721
258	0.05670132296
259	0.0563976969
260	0.05609625408
261	0.05581364632
262	0.05561479841
263	0.05544160094
264	0.05502098969
265	0.05465916906
266	0.05451383931
267	0.05403061594
268	0.05377608708
269	0.05359251499
270	0.05333262852
271	0.05303387642
272	0.05261262485
273	0.05233909403
274	0.05200884683
275	0.05178828239
276	0.0515766825
277	0.05133897918
278	0.05111174583
279	0.05088881084
280	0.05061181954
281	0.05031968866
282	0.05007083075
283	0.04987438747
284	0.04976801872
285	0.04964739936
286	0.04942547253
287	0.04925714902
288	0.04913134234
289	0.04895020553
290	0.04864270347
291	0.04847488403
292	0.04820688793
293	0.04798533235
294	0.0477013588
295	0.04746512686
296	0.0473031623
297	0.04707199505
298	0.04694744519
299	0.04670213291
300	0.04661035538
301	0.04647057397
302	0.0463150944
303	0.04610982282
304	0.04596387999
305	0.0457361017
306	0.04547738348
307	0.04520694188
308	0.04497106075
309	0.04480916091
310	0.04461332049
311	0.04444516046
312	0.0441483702
313	0.04401304722
314	0.04384513923
315	0.04361743586
316	0.04340878895
317	0.0432683536
318	0.04307606561
319	0.04285960538
320	0.04260111536
321	0.04240806443
322	0.04231351444
323	0.04217320851
324	0.04207127094
325	0.04186079843
326	0.04168759755
327	0.04159801347
328	0.04141489438
329	0.04133952005
330	0.04129604612
331	0.04122879165
332	0.04103496756
333	0.04084898744
334	0.04066177777
335	0.04043978964
336	0.04022528103
337	0.04006946427
338	0.03995423317
339	0.03976325648
340	0.03952799525
341	0.03942495074
342	0.03928315639
343	0.03908795629
344	0.03893517426
345	0.0387545245
346	0.03865892547
347	0.03859695707
348	0.0383886201
349	0.03824208805
350	0.03808118275
351	0.03787055016
352	0.03770636831
353	0.03757384845
354	0.03739977905
355	0.03723365239
356	0.03701906885
357	0.03687488692
358	0.03666620255
359	0.03660748346
360	0.03652353287
361	0.03632406507
362	0.03611979485
363	0.03601476124
364	0.03595073564
365	0.03580061368
366	0.03561447689
367	0.03543257373
368	0.0353483132
369	0.03524391311
370	0.03515800408
371	0.03503690447
372	0.03493412222
373	0.03475006989
374	0.03457373551
375	0.03443470001
376	0.03420334203
377	0.03414292336
378	0.03407427243
379	0.03400634357
380	0.03396050249
381	0.03386838777
382	0.03372638566
383	0.03347203391
384	0.03334022931
385	0.03320285252
386	0.0331556797
387	0.03308057104
388	0.03300350053
389	0.0328603438
390	0.03272398199
391	0.03262285846
392	0.03254710606
393	0.03248340743
394	0.03244160243
395	0.03230954579
396	0.03222368104
397	0.03212608269
398	0.03200878416
399	0.03187950679
400	0.03177542005
