Group,Count,Accuracy,Precision,Recall,F1,Selection Rate,True Positive Rate,False Positive Rate,False Negative Rate
female,104.0,0.7788461538461539,0.7391304347826086,0.5,0.5964912280701754,0.22115384615384615,0.5,0.08571428571428572,0.5
male,196.0,0.7704081632653061,0.627906976744186,0.48214285714285715,0.5454545454545454,0.2193877551020408,0.48214285714285715,0.11428571428571428,0.5178571428571429
